
===== gl_report_detail - all rows =====
site_id	report_id	report_line	account_id	description	trd123	t1	t2	t3	t4	report_row	report_space	description2	flag_omzet	flag_gp
101	01	2770	412-054	     Makan & Minum	R	+	 	 	(null)	0	0	(null)	N	N
101	01	2780	412-056	     Tiket, Transportasi & Retrubusi	R	+	 	 	(null)	0	0	(null)	N	N
101	01	2790	412-057	     Uang Saku	R	+	 	 	(null)	0	0	(null)	N	N
101	01	2800	(null)	TOTAL TRANSPORTASI & PERJALANAN DINAS	1	0	+	 	(null)	0	0	(null)	N	N
101	01	2810	(null)	     	S	 	 	 	(null)	0	0	(null)	N	N
101	01	2820	(null)	PAJAK PENGHASILAN	S	 	 	 	(null)	0	0	(null)	N	N
101	01	2830	412-061	     Pajak Penghasilan - PPh 21 Karyawan	R	+	 	 	(null)	0	0	(null)	N	N
101	01	2840	412-062	     Pajak Penghasilan - Bunga	R	+	 	 	(null)	0	0	(null)	N	N
101	01	2850	412-063	     Pajak Penghasilan - PPh 25 Badan	R	+	 	 	(null)	0	0	(null)	N	N
101	01	2860	(null)	TOTAL PAJAK PENGHASILAN	1	0	+	 	(null)	0	0	(null)	N	N
101	01	2870	(null)	     	S	 	 	 	(null)	0	0	(null)	N	N
101	01	2880	(null)	PENYUSUTAN & AMORTISASI	S	 	 	 	(null)	0	0	(null)	N	N
101	01	2890	412-066	     Penyusutan Aktiva Tetap	R	+	 	 	(null)	0	0	(null)	N	N
101	01	2900	412-067	     Amortisasi	R	+	 	 	(null)	0	0	(null)	N	N
101	01	2910	(null)	TOTAL PENYUSUTAN & AMORTISASI	1	0	+	 	(null)	0	0	(null)	N	N
101	01	2920	(null)	     	S	 	 	 	(null)	0	0	(null)	N	N
101	01	2930	(null)	ENTERTAIN, IURAN & SUMBANGAN	S	 	 	 	(null)	0	0	(null)	N	N
101	01	2940	412-071	     Entertain	R	+	 	 	(null)	0	0	(null)	N	N
101	01	2950	412-072	     Voucher ( Tiket /Hadiah /Kado )	R	+	 	 	(null)	0	0	(null)	N	N
101	01	2960	412-073	     Sumbangan	R	+	 	 	(null)	0	0	(null)	N	N
101	01	2970	(null)	TOTAL ENTERTAIN, IURAN & SUMBANGAN	1	0	+	 	(null)	0	0	(null)	N	N
101	01	2980	(null)	     	S	 	 	 	(null)	0	0	(null)	N	N
101	01	2990	(null)	SEWA GEDUNG	S	 	 	 	(null)	0	0	(null)	N	N
101	01	3000	412-076	     Sewa Gedung - Batavia	R	+	 	 	(null)	0	0	(null)	N	N
101	01	3010	(null)	TOTAL SEWA GEDUNG	1	0	+	 	(null)	0	0	(null)	N	N
101	01	3020	(null)	     	S	 	 	 	(null)	0	0	(null)	N	N
101	01	3030	(null)	BIAYA UMUM & ADMINISTRASI LAINNYA	S	 	 	 	(null)	0	0	(null)	N	N
101	01	3040	412-081	     Biaya Umum & Administrasi Lainnya	R	+	 	 	(null)	0	0	(null)	N	N
101	01	3050	(null)	TOTAL BIAYA UMUM & ADMINISTRASI LAINNYA	1	0	+	 	(null)	0	0	(null)	N	N
101	01	3060	(null)	     	S	 	 	 	(null)	0	0	(null)	N	N
101	01	3070	(null)	TOTAL BIAYA UMUM & ADMINISTRASI	2	0	0	-	(null)	0	0	(null)	N	N
101	01	3080	(null)	     	S	 	 	 	(null)	0	0	(null)	N	N
101	01	3090	(null)	BIAYA BENGKEL	H	 	 	 	(null)	0	0	(null)	N	N
101	01	3100	(null)	GAJI, TUNJANGAN & LEMBUR	S	 	 	 	(null)	3	(null)	(null)	B	0
101	01	3110	414-001	     Gaji Karyawan	R	+	 	 	(null)	0	0	(null)	N	N
101	01	3120	414-002	     Tunjangan Makan & Transport	R	+	 	 	(null)	0	0	(null)	N	N
101	01	3130	414-003	     THR & Bonus	R	+	 	 	(null)	0	0	(null)	N	N
101	01	3140	414-004	     Insentive, Hadir & Lembur	R	+	 	 	(null)	0	0	(null)	N	N
101	01	3150	414-006	     Tunjangan Asuransi Kesehatan	R	+	 	 	(null)	0	0	(null)	N	N
101	01	3160	414-008	     Uang Jasa & Pesangon	R	+	 	 	(null)	0	0	(null)	N	N
101	01	3170	(null)	TOTAL GAJI, TUNJANGAN & LEMBUR	1	0	+	 	(null)	0	0	(null)	N	N
101	01	3180	(null)	     	S	 	 	 	(null)	0	0	(null)	N	N
101	01	3190	(null)	TELEPHONE, FAX & INTERNET	S	 	 	 	(null)	0	0	(null)	N	N
101	01	3200	414-011	     Telephone	R	+	 	 	(null)	0	0	(null)	N	N
101	01	3210	414-012	     Handphone	R	+	 	 	(null)	0	0	(null)	N	N
101	01	3220	414-013	     Facsimile	R	+	 	 	(null)	0	0	(null)	N	N
101	01	3230	414-014	     Internet	R	+	 	 	(null)	0	0	(null)	N	N
101	01	3240	(null)	TOTAL TELEPHONE, FAX & INTERNET	1	0	+	 	(null)	0	0	(null)	N	N
101	01	3250	(null)	     	S	 	 	 	(null)	0	0	(null)	N	N
101	01	3260	(null)	TRANSPORTASI & PERJALANAN DINAS	S	 	 	 	(null)	0	0	(null)	N	N
101	01	3270	414-016	     Premium / Solar & Angkutan Umum	R	+	 	 	(null)	0	0	(null)	N	N
101	01	3280	414-017	     Tol & Parkir	R	+	 	 	(null)	0	0	(null)	N	N
101	01	3290	414-018	     Akomodasi ( Hotel / Penginapan )	R	+	 	 	(null)	0	0	(null)	N	N
101	01	3300	414-019	     Makan & Minum	R	+	 	 	(null)	0	0	(null)	N	N
101	01	3310	414-021	     Tiket, Transportasi & Retrubusi	R	+	 	 	(null)	0	0	(null)	N	N
101	01	3320	414-022	     Uang Saku	R	+	 	 	(null)	0	0	(null)	N	N
101	01	3330	(null)	TOTAL TRANSPORTASI & PERJALANAN DINAS	1	0	+	 	(null)	0	0	(null)	N	N
101	01	3340	(null)	     	S	 	 	 	(null)	0	0	(null)	N	N
101	01	3350	(null)	JASA SOPIR & MEKANIK	S	 	 	 	(null)	0	0	(null)	N	N
101	01	3360	414-026	     Jasa Sopir	R	+	 	 	(null)	0	0	(null)	N	N
101	01	3370	414-027	     Jasa Mekanik	R	+	 	 	(null)	0	0	(null)	N	N
101	01	3380	(null)	TOTAL JASA SOPIR & MEKANIK	1	0	+	 	(null)	0	0	(null)	N	N
101	01	3390	(null)	     	S	 	 	 	(null)	0	0	(null)	N	N
101	01	3400	(null)	RETRIBUSI, IURAN & SUMBANGAN	S	 	 	 	(null)	0	0	(null)	N	N
101	01	3410	414-031	     Retribusi	R	+	 	 	(null)	0	0	(null)	N	N
101	01	3420	414-032	     Iuran	R	+	 	 	(null)	0	0	(null)	N	N
101	01	3430	414-033	     Sumbangan	R	+	 	 	(null)	0	0	(null)	N	N
101	01	3440	(null)	TOTAL RETRIBUSI, IURAN & SUMBANGAN	1	0	+	 	(null)	0	0	(null)	N	N
101	01	3450	(null)	     	S	 	 	 	(null)	0	0	(null)	N	N
101	01	3460	(null)	KEPERLUAN & PERLENGKAPAN BENGKEL	S	 	 	 	(null)	0	0	(null)	N	N
101	01	3470	414-036	     Keperluan Bengkel	R	+	 	 	(null)	0	0	(null)	N	N
101	01	3480	414-037	     Perlengkapan Bengkel	R	+	 	 	(null)	0	0	(null)	N	N
101	01	3490	(null)	TOTAL KEPERLUAN & PERLENGKAPAN BENGKEL	1	0	+	 	(null)	0	0	(null)	N	N
101	01	3500	(null)	     	S	 	 	 	(null)	0	0	(null)	N	N
101	01	3510	(null)	REPARASI & PEMELIHARAAN	S	 	 	 	(null)	0	0	(null)	N	N
101	01	3520	414-041	     Reparasi & Pemeliharaan - Kendaraan	R	+	 	 	(null)	0	0	(null)	N	N
101	01	3530	414-042	     Reparasi & Pemeliharaan - Alat Kerja	R	+	 	 	(null)	0	0	(null)	N	N
101	01	3540	414-043	     Reparasi & Pemeliharaan - Bangunan	R	+	 	 	(null)	0	0	(null)	N	N
101	01	3550	(null)	TOTAL REPARASI & PEMELIHARAAN	1	0	+	 	(null)	0	0	(null)	N	N
101	01	3560	(null)	     	S	 	 	 	(null)	0	0	(null)	N	N
101	01	3570	(null)	KLAIM SERVICE GARANSI	S	 	 	 	(null)	0	0	(null)	N	N
101	01	3580	414-046	     Klaim Service Garansi	R	+	 	 	(null)	0	0	(null)	N	N
101	01	3590	(null)	TOTAL KLAIM SERVICE GARANSI	1	0	+	 	(null)	0	0	(null)	N	N
101	01	3600	(null)	     	S	 	 	 	(null)	0	0	(null)	N	N
101	01	3610	(null)	BIAYA BENGKEL LAINNYA	S	 	 	 	(null)	0	0	(null)	N	N
101	01	3620	414-081	     Biaya Bengkel Lainnya	R	+	 	 	(null)	0	0	(null)	N	N
101	01	3630	(null)	TOTAL BIAYA BENGKEL LAINNYA	1	0	+	 	(null)	0	0	(null)	N	N
101	01	3640	(null)	     	S	 	 	 	(null)	0	0	(null)	N	N
101	01	3650	(null)	TOTAL BIAYA BENGKEL	2	0	0	-	(null)	0	0	(null)	N	N
101	01	3660	(null)	     	S	 	 	 	(null)	0	0	(null)	N	N
101	01	3670	(null)	     	S	 	 	 	(null)	0	0	(null)	N	N
101	01	3680	(null)	LABA ( RUGI ) OPERASIONAL	3	0	0	 	(null)	0	0	(null)	N	N
101	01	3690	(null)	     	S	 	 	 	(null)	0	0	(null)	N	N
101	01	3700	(null)	PENDAPATAN (BIAYA) LAIN-LAIN	S	 	 	 	(null)	0	0	(null)	N	N
101	01	3710	(null)	PENDAPATAN LAIN-LAIN	 	 	 	 	(null)	0	0	(null)	N	N
101	01	3720	500-001	     Jasa Giro	R	+	 	 	(null)	0	0	(null)	N	N
101	01	3730	500-002	     Pendapatan Bunga	R	+	 	 	(null)	0	0	(null)	N	N
101	01	3740	500-003	     Selisih Pembayaran / Kurs (+)	R	+	 	 	(null)	0	0	(null)	N	N
101	01	3750	500-004	     Laba Penjualan Aktiva	R	+	 	 	(null)	0	0	(null)	N	N
101	01	3760	500-006	     Pendapatan Lainnya	R	+	 	 	(null)	0	0	(null)	N	N
101	01	3770	(null)	TOTAL PENDAPATAN LAIN-LAIN	1	0	+	 	(null)	0	0	(null)	N	N
101	01	3780	(null)	     	S	 	 	 	(null)	0	0	(null)	N	N
101	01	3790	(null)	BIAYA LAIN-LAIN	S	 	 	 	(null)	0	0	(null)	N	N
101	01	3800	500-012	     Biaya Bunga	R	+	 	 	(null)	0	0	(null)	N	N
101	01	3810	500-013	     Selisih Pembayaran / Kurs (-)	R	+	 	 	(null)	0	0	(null)	N	N
101	01	3820	500-014	     Rugi Penjualan Aktiva	R	+	 	 	(null)	0	0	(null)	N	N
101	01	3830	500-016	     Biaya Lainnya	R	+	 	 	(null)	0	0	(null)	N	N
101	01	3840	(null)	TOTAL BIAYA LAIN-LAIN	1	0	+	 	(null)	0	0	(null)	N	N
101	01	3850	(null)	     	S	 	 	 	(null)	0	0	(null)	N	N
101	01	3860	(null)	TOTAL PENDAPATAN (BIAYA) LAINNYA	2	0	0	+	(null)	0	0	(null)	N	N
101	01	3870	(null)	     	S	 	 	 	(null)	0	0	(null)	N	N
101	01	3880	(null)	LABA (RUGI) SEBELUM PAJAK	3	0	0	 	(null)	0	(null)	(null)	B	0
101	01	3890	(null)	(null)	S	(null)	(null)	(null)	(null)	0	(null)	(null)	(null)	0
101	01	3900	412-062	PAJAK PENGHASILAN	T	0	0	-	(null)	0	(null)	(null)	N	0
101	01	3910	(null)	     	S	 	 	 	(null)	0	0	(null)	N	N
101	01	3920	(null)	LABA (RUGI) BERSIH	3	0	0	 	(null)	0	(null)	(null)	B	0
101	01	3930	(null)	(null)	 	 	 	 	(null)	0	0	(null)	N	N
101	01	3940	(null)	(null)	 	 	 	 	(null)	0	0	(null)	N	N
101	01	3950	(null)	(null)	 	 	 	 	(null)	0	0	(null)	N	N
101	01	3960	(null)	(null)	 	 	 	 	(null)	0	0	(null)	N	N
101	01A	10	(null)	(null)	 	 	 	 	(null)	0	0	(null)	N	N
101	01A	20	100-00%	 kas	R	+	 	 	(null)	0	0	(null)	N	N
101	01A	30	100-10%	BANK	R	+	 	 	(null)	0	0	(null)	N	N
101	01A	40	(null)	TOTAL	1	0	+	 	(null)	0	0	(null)	N	N
101	02	10	(null)	                                     AKTIVA	S	0	0	0	1	(null)	(null)	(null)	(null)	(null)
101	02	20	(null)		(null)	0	0	0	1	0	0	(null)	N	N
101	02	30	(null)	AKTIVA LANCAR	S	0	0	0	1	(null)	(null)	(null)	(null)	(null)
101	02	40	(null)	KAS	(null)	 	0	0	(null)	0	0	(null)	N	N
101	02	50	100-001	     Kas Kecil - Jkt / A	R	+	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	60	100-002	     Kas Kecil - Jkt / B	R	+	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	70	100-101	     Kas United State Dollar ( US$ )	R	+	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	80	100-102	     Kas Hongkong Dollar ( HK$ )	R	+	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	90	100-103	     Kas Yen ( Y )	R	+	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	100	100-104	     Kas Taiwan Dollar ( NT$ )	R	+	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	110	(null)	TOTAL KAS	1	0	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	120	(null)	(null)	S	0	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	130	(null)	BANK & DEPOSITO	S	0	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	140	101-001	     BCA : 284-3003770  ( VSP )	R	+	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	150	101-002	     BCA : 002-3233034 ( Murniati S. )	R	+	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	160	101-003	     BCA : 002-3233042 ( Lasmiati )	R	+	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	170	101-101	     BCA $ : 002-3009215 ( VSP )	R	+	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	180	101-102	     BCA $ : 546-0700801 ( Hartati S. )	R	+	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	190	101-103	     NISP $ : 573810021119 ( JONATHAN TOBING HALIM )	R	+	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	200	(null)	TOTAL BANK & DEPOSITO	1	0	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	210	(null)	(null)	S	0	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	220	(null)	PERSEDIAAN BARANG	S	0	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	230	102-001	     Unit - Thermo King Truck Pendingin ( TR )	R	+	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	240	102-006	     Unit - Thermo King  AC Bus ( TB )	R	+	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	250	102-011	     Unit - Fuji Truck Pendingin ( FU )	R	+	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	260	102-101	     Spare Parts - Thermo King (TS)	R	+	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	270	102-102	     Spare Parts - Thermo King Lokal (TL)	R	+	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	280	102-106	     Spare Parts - Fuji (FS)	R	+	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	290	102-107	     Spare Parts - Fuji Lokal (FL)	R	+	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	300	102-108	     Spare Parts - Fuji Motor ( OS )	R	+	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	310	102-109	     Spare Parts - Frigicool ( FP )	R	+	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	320	102-110	     Spare Parts - Lokal ( L )	R	+	+	+	(null)	0	0	(null)	N	N
101	02	330	102-111	     Spare Parts - Louver ( VL )	R	+	+	+	(null)	0	0	(null)	N	N
101	02	340	102-112	     Spare Parts - Prestolite ( TSA )	R	+	+	+	(null)	0	0	(null)	N	N
101	02	350	102-113	     Spare Parts - Toyo ( TY )	R	+	+	+	(null)	0	0	(null)	N	N
101	02	360	102-201	     Compressor	R	+	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	370	102-202	     Accu	R	+	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	380	102-203	     Box Pendingin	R	+	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	390	102-204	     Isolasi	R	+	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	400	102-251	     Evaporator	R	+	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	410	102-252	     Condensor	R	+	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	420	102-253	     Ducting	R	+	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	430	102-254	     Louver	R	+	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	440	102-301	     Persediaan Barang Dlm. Proses - Brecket	R	+	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	450	102-302	     Persediaan Barang Dlm. Proses - Pully	R	+	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	460	102-303	     Persediaan Barang Dlm. Proses - Armature	R	+	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	470	102-304	     Persediaan Barang Dlm. Proses - Coupling	R	+	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	480	102-601	     Persediaan Dlm.Perjalanan - Invoice Principle	R	+	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	490	102-611	     Persediaan Dlm.Perjalanan - Expedisi Dll.	R	+	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	500	(null)	TOTAL PERSEDIAAN BARANG	1	0	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	510	(null)	(null)	S	0	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	520	(null)	PIUTANG USAHA	S	0	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	530	103-001	     Piutang Dagang - Unit	R	+	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	540	103-020	     Piutang Dagang - Spare Parts	R	+	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	550	103-101	     Piutang Dagang Ragu-Ragu	R	+	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	560	103-201	     Piutang Dagang Giro Mundur	R	+	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	570	(null)	TOTAL PIUTANG USAHA	1	0	 	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	580	(null)	     	S	0	+	+	(null)	0	0	(null)	N	N
101	02	590	(null)	PEMBAYARAN DIMUKA	S	0	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	600	104-001	     Pembayaran Dimuka - Pembelian Spare Parts	R	+	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	610	104-002	     Pembayaran Dimuka - Pembelian Unit	R	+	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	620	104-101	     Pembayaran Dimuka - PPh 21 Karyawan	R	+	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	630	104-102	     Pembayaran Dimuka - PPh 22	R	+	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	640	104-103	     Pembayaran Dimuka - PPh 23 Jasa	R	+	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	650	104-105	     Pembayaran Dimuka - PPh 25 Badan	R	+	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	660	104-111	     Pembayaran Dimuka - PPN Masukan	R	+	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	670	104-201	     Pembayaran Dimuka - Asuransi Kendaraan	R	+	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	680	104-301	     Pembayaran Dimuka - Perjalanan Dinas Direksi	R	+	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	690	104-302	     Pembayaran Dimuka - Perjalanan Dinas Marketing	R	+	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	700	104-303	     Pembayaran Dimuka - Perjalanan Dinas Teknisi	R	+	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	710	104-401	     Pembayaran Dimuka - Sewa Gedung	R	+	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	720	104-501	     Pembayaran Dimuka - Instalasi Sudirman	R	+	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	730	104-502	     Pembayaran Dimuka - Instalasi Fahrizal	R	+	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	740	(null)	TOTAL PEMBAYARAN DIMUKA	1	0	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	750	(null)	     	S	 	+	+	(null)	0	0	(null)	N	N
101	02	760	(null)	PIUTANG PEMEGANG SAHAM	S	0	+	+	(null)	0	0	(null)	N	N
101	02	770	108-001	     Pemegang Saham - Mr. Sungkono	R	+	+	+	(null)	0	0	(null)	N	N
101	02	780	108-002	     Pemegang Saham - Mrs. Hartati Santoso	R	+	+	+	(null)	0	0	(null)	N	N
101	02	790	108-003	     Pemegang Saham - Mr. Sjaftari Santoso	R	+	+	+	(null)	0	0	(null)	N	N
101	02	800	108-004	     Pemegang Saham - Mr. Budiman Santoso	R	+	+	+	(null)	0	0	(null)	N	N
101	02	810	(null)	TOTAL PIUTANG PEMEGANG SAHAM	1	0	+	+	(null)	0	0	(null)	N	N
101	02	820	(null)	     	S	 	+	+	(null)	0	0	(null)	N	N
101	02	830	(null)	INTERCOMPANY ACCOUNTS	S	0	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	840	108-101	     Intercompany - Grand Ocean - Hongkong	R	+	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	850	108-102	     Intercompany - ST.Marketing - Singapore	R	+	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	860	108-105	     Intercompany - Mark IV	R	+	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	870	108-106	     Intercompany - TAM Bekasi	R	+	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	880	108-107	     Intercompany - TAM Solo	R	+	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	890	108-108	     Intercompany - TAM Semarang	R	+	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	900	108-109	     Intercompany - TAM Surabaya	R	+	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	910	108-110	     Intercompany - Bali Cooling System	R	+	+	+	(null)	0	0	(null)	N	N
101	02	920	108-111	     Intercompany - Cazasuki	R	+	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	930	108-112	     Intercompany - Wahana Indragriya	R	+	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	940	108-113	     Intercompany - Toyo	R	+	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	950	108-114	     Intercompany - Lain-Lain	R	+	+	+	(null)	0	0	(null)	N	N
101	02	960	(null)	TOTAL  INTERCOMPANY ACCOUNTS	1	0	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	970	(null)	(null)	S	0	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	980	(null)	PIUTANG KARYAWAN	S	0	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	990	108-301	     Jonggara Tambunan	R	+	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	1000	108-302	     Subiakto Suryana	R	+	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	1010	108-303	     Dennis Kristian	R	+	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	1020	108-304	     Sudirman Abdullah	R	+	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	1030	108-305	     Siswanto Wyrahardja	R	+	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	1040	108-306	     FX. Suprapto	R	+	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	1050	108-307	     Hery Purwanto	R	+	+	+	(null)	0	0	(null)	N	N
101	02	1060	108-308	     Elsye Mustika Gani	R	+	+	+	(null)	0	0	(null)	N	N
101	02	1070	108-309	     Wira Setiawan	R	+	+	+	(null)	0	0	(null)	N	N
101	02	1080	108-310	     Karnoto	R	+	+	+	(null)	0	0	(null)	N	N
101	02	1090	108-311	     Shianny	R	+	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	1100	108-312	     Fiyana	R	+	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	1110	108-313	     Arsyad	R	+	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	1120	108-314	     Kuseno	R	+	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	1130	108-315	     Anne Marie Chandra	R	+	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	1140	108-316	     L. Reza Prabowo	R	+	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	1150	108-317	     Junairi Gozali	R	+	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	1160	108-318	     Heddy K.	R	+	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	1170	108-319	     Mariya Sriwahyuni	R	+	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	1180	108-320	     Erna Yulinati	R	+	+	+	(null)	0	0	(null)	N	N
101	02	1190	108-321	     Suryanto	R	+	+	+	(null)	0	0	(null)	N	N
101	02	1200	108-322	     Sutikno / Parmin	R	+	+	+	(null)	0	0	(null)	N	N
101	02	1210	108-323	     Jana Lukito	R	+	+	+	(null)	0	0	(null)	N	N
101	02	1220	108-348	     Sagino	R	+	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	1230	108-349	     Lenawati	R	+	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	1240	108-350	     Dana Pinjaman Karyawan	R	+	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	1250	(null)	TOTAL PIUTANG KARYAWAN	1	0	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	1260	(null)	(null)	S	0	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	1270	(null)	PERKIRAAN SEMENTARA	S	0	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	1280	108-501	     Perkiraan Sementara - Setoran /Transfer antar Bank	R	+	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	1290	(null)	TOTAL PERKIRAAN SEMENTARA	1	0	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	1300	(null)	(null)	S	0	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	1310	(null)	TOTAL AKTIVA LANCAR	2	0	0	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	1320	(null)	(null)	S	 	0	+	1	(null)	(null)	(null)	(null)	(null)
101	02	1330	(null)	(null)	(null)	0	0	+	0	0	0	(null)	N	N
101	02	1340	(null)	AKTIVA TETAP	S	0	0	+	1	(null)	(null)	(null)	(null)	(null)
101	02	1350	(null)	TANAH	(null)	0	0	+	(null)	0	0	(null)	N	N
101	02	1360	151-001	     Tanah	R	+	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	1370	(null)	TOTAL TANAH	1	0	+	+	(null)	0	0	(null)	N	N
101	02	1380	(null)	BANGUNAN	(null)	0	+	+	(null)	0	0	(null)	N	N
101	02	1390	151-100	     Bangunan	R	+	+	+	(null)	(null)	(null)	(null)	(null)	(null)
101	02	1400	(null)	TOTAL BANGUNAN	1	0	+	+	(null)	0	0	(null)	N	N
101	02	1410	(null)	PERALATAN KANTOR	(null)	0	+	+	(null)	0	0	(null)	N	N
101	02	1420	153-001	     Peralatan Kantor	R	+	+	+	(null)	(null)	(null)	(null)	(null)	(null)
